ea_id,futbin_id,card_name,short_name,long_name,player_positions,overall,club_name,league_name,league_level,nationality,pace,shooting,passing,dribbling,defending,physic
191180,1633,Pastore,J. Pastore,Javier Matías Pastore,"CAM, CM",78,Elche CF,Spain Primera Division,1,Argentina,64,73,80,79,52,50
192045,938,Rodríguez,L. Rodríguez,Luis Alfonso Rodríguez Alanís,RB,78,Tigres U.A.N.L.,Mexican Liga MX,1,Mexico,84,64,73,76,70,79
192678,1638,Kike García,Kike García,Enrique García Martínez,ST,78,CA Osasuna,Spain Primera Division,1,Spain,61,81,64,74,44,74
193171,1307,Jaume Costa,Jaume Costa,Jaume Vicent Costa Jordá,"LB, RB",78,RCD Mallorca,Spain Primera Division,1,Spain,73,61,71,73,77,68
193361,1641,Soriano,R. Soriano,Roberto Soriano,"CAM, CM",78,Bologna,Italian Serie A,1,Italy,69,75,78,80,67,71
193408,3764,Seferović,H. Seferović,Haris Seferović,ST,78,SL Benfica,Portuguese Liga ZON SAGRES,1,Switzerland,72,78,67,71,48,84
193469,28977,Víctor Ruiz,Víctor Ruiz,Víctor Ruíz Torre,CB,78,Real Betis Balompié,Spain Primera Division,1,Spain,50,42,65,59,79,78
194222,2631,Laguardia,Laguardia,Víctor Laguardia Cisneros,CB,78,Deportivo Alavés,Spain Primera Division,1,Spain,50,46,55,50,80,78
195096,1650,Fransérgio,Fransérgio,Fransérgio Rodrigues Barbosa,"CM, CAM",78,FC Girondins de Bordeaux,French Ligue 1,1,Brazil,59,75,75,75,73,80
197837,2760,Boyata,D. Boyata,Anga Dedryck Boyata,CB,78,Hertha BSC,German 1. Bundesliga,1,Belgium,70,29,52,57,79,83
198657,946,Svensson,J. Svensson,Jonas Svensson,RB,78,Adana Demirspor,Turkish Süper Lig,1,Norway,79,60,72,74,73,82
198658,2869,Midtsjø,F. Midtsjø,Fredrik Midtsjø,"CM, CDM",78,AZ Alkmaar,Holland Eredivisie,1,Norway,76,63,77,76,71,79
199189,398,Barkley,R. Barkley,Ross Barkley,"CAM, CM",78,Chelsea,English Premier League,1,England,69,73,77,78,57,72
199206,1453,Vida,D. Vida,Domagoj Vida,CB,78,Beşiktaş JK,Turkish Süper Lig,1,Croatia,73,40,58,58,80,81
199576,4162,Oriol Romeu,Oriol Romeu,Oriol Romeu Vidal,"CDM, CM",78,Southampton,English Premier League,1,Spain,41,44,62,64,80,81
199652,4172,Praet,D. Praet,Dennis Praet,"CM, RM",78,Torino F.C.,Italian Serie A,1,Belgium,67,72,78,79,63,66
199715,3008,Vitolo,Vitolo,Víctor Machín Pérez,"LM, RM",78,Getafe CF,Spain Primera Division,1,Spain,76,76,76,77,41,72
199915,1455,Dunk,L. Dunk,Lewis Dunk,CB,78,Brighton & Hove Albion,English Premier League,1,England,46,51,62,63,79,78
200155,3062,Vanaken,H. Vanaken,Hans Vanaken,"CM, CAM",78,Club Brugge KV,Belgian Jupiler Pro League,1,Belgium,47,78,79,75,59,73
200159,4230,Ortega,S. Ortega,Stefan Ortega Moreno,GK,78,DSC Arminia Bielefeld,German 1. Bundesliga,1,Germany,,,,,,
201042,1459,Sidibé,D. Sidibé,Djibril Sidibé,"RB, CB",78,AS Monaco,French Ligue 1,1,France,74,62,74,75,74,79
201417,749,Doherty,M. Doherty,Matthew James Doherty,"RB, RWB",78,Tottenham Hotspur,English Premier League,1,Republic of Ireland,68,64,73,75,75,76
201995,3288,Felipe Anderson,Felipe Anderson,Felipe Anderson Pereira Gomes,"LM, CAM",78,Lazio,Italian Serie A,1,Brazil,85,74,76,82,55,59
202849,1674,Vestergaard,J. Vestergaard,Jannik Vestergaard,CB,78,Leicester City,English Premier League,1,Denmark,32,48,62,48,79,82
203605,3520,Kadeřábek,P. Kadeřábek,Pavel Kadeřábek,"RWB, RB, RM",78,TSG Hoffenheim,German 1. Bundesliga,1,Czech Republic,74,43,73,73,72,79
203747,3528,Héctor Bellerín,Héctor Bellerín,Héctor Bellerín Moruno,"RB, RWB",78,Real Betis Balompié,Spain Primera Division,1,Spain,83,51,69,77,73,65
203843,3544,Suárez,D. Suárez,Damián Nicolás Suárez Suárez,RB,78,Getafe CF,Spain Primera Division,1,Uruguay,73,69,73,74,76,77
204082,4723,Brooks,J. Brooks,John Anthony Brooks,CB,78,VfL Wolfsburg,German 1. Bundesliga,1,United States,59,39,59,63,80,76
204614,1329,Mário Rui,Mário Rui,Mário Rui Silva Duarte,LB,78,Napoli,Italian Serie A,1,Portugal,80,49,73,79,71,64
205192,1475,Denis Suárez,Denis Suárez,Denis Suárez Fernández,"CM, LM, LW",78,RC Celta de Vigo,Spain Primera Division,1,Spain,74,71,81,80,61,56
205966,4976,Younes,A. Younes,Amin Younes,"CAM, CF, LM",78,Eintracht Frankfurt,German 1. Bundesliga,1,Germany,74,68,74,86,38,59
206534,575,Bamford,P. Bamford,Patrick Bamford,ST,78,Leeds United,English Premier League,1,England,73,78,67,73,42,77
206590,1693,Moi Gómez,Moi Gómez,Moisés Gómez Bordonado,"LM, RM, CM",78,Villarreal CF,Spain Primera Division,1,Spain,68,74,77,78,55,61
206651,1694,Roberto Torres,Roberto Torres,Roberto Torres Morales,"RM, LM, CM",78,CA Osasuna,Spain Primera Division,1,Spain,67,78,79,76,65,72
207566,3975,William Carvalho,William Carvalho,William Silva de Carvalho,"CDM, CM",78,Real Betis Balompié,Spain Primera Division,1,Portugal,40,60,75,68,74,84
208268,4070,Cristante,B. Cristante,Bryan Cristante,"CDM, CB, CM",78,Roma,Italian Serie A,1,Italy,55,71,76,75,75,78
208295,1491,Saïss,R. Saïss,Romain Saïss,"CB, CM",78,Wolverhampton Wanderers,English Premier League,1,Morocco,58,56,69,69,79,77
208334,1702,Hector,J. Hector,Jonas Hector,"CDM, LB",78,1. FC Köln,German 1. Bundesliga,1,Germany,59,60,75,74,76,75
208364,4078,Clinton Mata,Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,"RB, CB",78,Club Brugge KV,Belgian Jupiler Pro League,1,Angola,82,61,68,75,76,80
208920,519,Aké,N. Aké,Nathan Aké,CB,78,Manchester City,English Premier League,1,Netherlands,76,53,70,70,80,75
209288,4186,Mollet,F. Mollet,Florent Mollet,"CAM, CM",78,Montpellier Hérault SC,French Ligue 1,1,France,74,75,78,80,51,63
210372,4314,Ghezzal,R. Ghezzal,Rachid Ghezzal,RM,78,Beşiktaş JK,Turkish Süper Lig,1,Algeria,71,69,81,80,28,55
210537,1499,Steffen,R. Steffen,Renato Steffen,"LM, RM",78,VfL Wolfsburg,German 1. Bundesliga,1,Switzerland,79,75,74,80,48,65
210665,4361,Halstenberg,M. Halstenberg,Marcel Halstenberg,"CB, LB",78,RB Leipzig,German 1. Bundesliga,1,Germany,63,66,73,71,76,80
210736,4375,Emerson,Emerson,Emerson Palmieri dos Santos,"LB, LWB",78,Olympique Lyonnais,French Ligue 1,1,Italy,80,63,70,79,75,63
210881,5540,McGinn,J. McGinn,John McGinn,"CDM, CM",78,Aston Villa,English Premier League,1,Scotland,70,73,75,79,71,80
210930,5547,Carles Gil,Carles Gil,Carles Gil de Pareja Vicent,"CAM, RM",78,New England Revolution,USA Major League Soccer,1,Spain,66,70,80,79,39,64
211591,4512,Dembélé,M. Dembélé,Moussa Dembélé,ST,78,Olympique Lyonnais,French Ligue 1,1,France,78,77,63,73,30,82
212207,1712,Stanciu,N. Stanciu,Nicolae Claudiu Stanciu,"CAM, CM",78,SK Slavia Praha,Czech Republic Gambrinus Liga,1,Romania,72,75,80,80,59,68
212213,1505,Ricardo Esgaio,Ricardo Esgaio,Ricardo Sousa Esgaio,"RWB, RB, RM",78,Sporting CP,Portuguese Liga ZON SAGRES,1,Portugal,74,67,75,78,70,69
212419,5787,Mings,T. Mings,Tyrone Mings,CB,78,Aston Villa,English Premier League,1,England,72,44,67,66,78,81
213160,1510,Zobnin,R. Zobnin,Roman Zobnin,"CDM, CM, RM",78,Spartak Moskva,Russian Premier League,1,Russia,76,64,74,77,76,72
213331,4808,Tah,J. Tah,Jonathan Tah,CB,78,Bayer 04 Leverkusen,German 1. Bundesliga,1,Germany,67,27,55,56,79,81
213577,5953,Puertas,Puertas,Antonio José Rodríguez Díaz,"RM, LM",78,Granada CF,Spain Primera Division,1,Spain,78,76,72,77,44,75
213874,6012,Thiago Mendes,Thiago Mendes,Thiago Henrique Mendes Ribeiro,"CDM, CM",78,Olympique Lyonnais,French Ligue 1,1,Brazil,72,67,76,77,74,75
213951,6025,Helton Leite,Helton Leite,Helton Brant Aleixo Leite,GK,78,SL Benfica,Portuguese Liga ZON SAGRES,1,Brazil,,,,,,
213956,4913,Adama Traoré,Adama Traoré,Adama Traoré Diarra,"RW, RWB",78,Wolverhampton Wanderers,English Premier League,1,Spain,96,66,67,87,38,81
214092,4925,Miranchuk,A. Miranchuk,Aleksey Miranchuk,"CAM, ST",78,Atalanta,Italian Serie A,1,Russia,75,70,76,80,31,62
214097,1512,Bourigeaud,B. Bourigeaud,Benjamin Bourigeaud,"CM, LM",78,Stade Rennais FC,French Ligue 1,1,France,70,74,79,77,66,73
215353,6252,Alario,L. Alario,Lucas Nicolás Alario,ST,78,Bayer 04 Leverkusen,German 1. Bundesliga,1,Argentina,63,78,58,74,30,75
215590,1355,Ayoze Pérez,Ayoze Pérez,Ayoze Pérez Gutiérrez,"RW, RM",78,Leicester City,English Premier League,1,Spain,77,73,72,81,58,67
216194,5217,Dani García,Dani García,Daniel García Carrillo,CM,78,Athletic Club de Bilbao,Spain Primera Division,1,Spain,41,69,71,74,78,83
216320,5246,Fofana,S. Fofana,Seko Fofana,CM,78,Racing Club de Lens,French Ligue 1,1,Côte d'Ivoire,76,71,72,78,72,79
216643,1360,Dubois,L. Dubois,Léo Dubois,RB,78,Olympique Lyonnais,French Ligue 1,1,France,72,59,75,73,76,74
217036,5329,Álex Moreno,Álex Moreno,Alexandre Moreno Lopera,"LB, LWB, LM",78,Real Betis Balompié,Spain Primera Division,1,Spain,88,60,71,78,71,64
217546,1519,Sequeira,Sequeira,Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,"LB, CB",78,SC Braga,Portuguese Liga ZON SAGRES,1,Portugal,70,59,69,72,77,79
219581,1520,Gigot,S. Gigot,Samuel Gigot,CB,78,Spartak Moskva,Russian Premier League,1,France,67,38,63,60,78,79
219733,6625,Ajorque,L. Ajorque,Ludovic Ajorque,ST,78,RC Strasbourg Alsace,French Ligue 1,1,France,60,78,60,70,26,81
219792,1362,Santamaria,B. Santamaria,Baptiste Santamaría,"CDM, CM",78,Stade Rennais FC,French Ligue 1,1,France,60,62,71,74,76,74
219985,491,Vecino,M. Vecino,Matías Vecino Falero,"CM, CDM",78,Inter,Italian Serie A,1,Uruguay,65,71,75,77,76,73
220883,5662,Borré,R. Borré,Rafael Santos Borré Maury,ST,78,Eintracht Frankfurt,German 1. Bundesliga,1,Colombia,81,77,72,78,44,76
221697,5779,Watkins,O. Watkins,Ollie Watkins,ST,78,Aston Villa,English Premier League,1,England,85,75,68,76,46,71
221832,5808,Olaza,L. Olaza,Lucas René Olaza Catrofe,"LB, LWB, CB",78,Real Valladolid CF,Spanish Segunda División,2,Uruguay,77,71,74,74,74,72
222493,5955,Friedrich,M. Friedrich,Marvin Friedrich,CB,78,1. FC Union Berlin,German 1. Bundesliga,1,Germany,64,41,57,52,81,76
222558,7073,Karsdorp,R. Karsdorp,Rick Karsdorp,"RM, RB",78,Roma,Italian Serie A,1,Netherlands,87,64,74,77,76,78
222943,1530,Jony,Jony,Jonathan Rodríguez Menéndez,LM,78,Lazio,Italian Serie A,1,Spain,82,69,77,78,52,65
223053,934,Mena,A. Mena,Ángel Israel Mena Delgado,"RM, RW",78,Club León,Mexican Liga MX,1,Ecuador,81,74,72,82,45,49
223273,7200,Pašalić,M. Pašalić,Mario Pašalić,"CM, CAM",78,Atalanta,Italian Serie A,1,Croatia,64,75,75,77,67,76
224003,7324,Sergio Herrera,Sergio Herrera,Sergio Herrera Pirón,GK,78,CA Osasuna,Spain Primera Division,1,Spain,,,,,,
224069,6249,Toko Ekambi,K. Toko Ekambi,Karl Brillant Toko Ekambi,"LW, ST",78,Olympique Lyonnais,French Ligue 1,1,Cameroon,85,78,71,77,25,70
224371,7399,Bowen,J. Bowen,Jarrod Bowen,"RM, ST",78,West Ham United,English Premier League,1,England,76,74,73,79,44,65
225263,1537,Ćaleta-Car,D. Ćaleta-Car,Duje Ćaleta-Car,CB,78,Olympique de Marseille,French Ligue 1,1,Croatia,59,39,60,61,79,82
225341,7586,David García,David García,David García Zubiría,CB,78,CA Osasuna,Spain Primera Division,1,Spain,53,37,64,63,78,75
225659,7641,Rodríguez,G. Rodríguez,Guido Rodríguez,"CDM, CM",78,Real Betis Balompié,Spain Primera Division,1,Argentina,54,56,66,65,80,77
225711,603,Diallo,A. Diallo,Abdou Diallo,"CB, LB",78,Paris Saint-Germain,French Ligue 1,1,Senegal,74,39,71,76,78,77
225719,6582,Iheanacho,K. Iheanacho,Kelechi Promise Iheanacho,"ST, CF",78,Leicester City,English Premier League,1,Nigeria,74,80,70,78,38,71
226766,6773,Daniel Podence,Daniel Podence,Daniel Castelo Podence,"LW, RW, CAM",78,Wolverhampton Wanderers,English Premier League,1,Portugal,90,65,71,85,33,50
226789,6781,Fulgini,A. Fulgini,Angelo Fulgini,"CAM, CM, RM",78,Angers SCO,French Ligue 1,1,France,74,70,74,81,68,73
227055,6803,Gelson Martins,Gelson Martins,Gelson Dany Batalha Martins,"RM, LM, RW",78,AS Monaco,French Ligue 1,1,Portugal,93,71,70,83,51,61
227174,7867,Cash,M. Cash,Matty Cash,RB,78,Aston Villa,English Premier League,1,England,81,63,68,73,72,66
227535,6839,Bentancur,R. Bentancur,Rodrigo Bentancur Colmán,CM,78,Juventus,Italian Serie A,1,Uruguay,73,62,79,80,75,76
227678,6867,Konsa,E. Konsa,Ezri Konsa Ngoyo,"CB, RB",78,Aston Villa,English Premier League,1,England,77,39,62,71,79,75
227890,7955,Nuno Santos,Nuno Santos,Nuno Miguel Gomes dos Santos,"LW, RW",78,Sporting CP,Portuguese Liga ZON SAGRES,1,Portugal,81,75,75,80,43,67
228336,1540,Grillitsch,F. Grillitsch,Florian Grillitsch,"CM, CDM, CB",78,TSG Hoffenheim,German 1. Bundesliga,1,Austria,69,60,77,77,72,66
228413,8042,Audero,E. Audero,Emil Audero Mulyadi,GK,78,U.C. Sampdoria,Italian Serie A,1,Italy,,,,,,
228881,743,Calabria,D. Calabria,Davide Calabria,RB,78,AC Milan,Italian Serie A,1,Italy,77,50,67,72,76,72
229909,18025,Lunev,A. Lunev,Andrey Lunev,GK,78,Bayer 04 Leverkusen,German 1. Bundesliga,1,Russia,,,,,,
231340,7481,Montiel,G. Montiel,Gonzalo Ariel Montiel,"RB, RWB",78,Sevilla FC,Spain Primera Division,1,Argentina,86,53,70,74,73,81
231352,7483,Abraham,T. Abraham,Tammy Bakumo-Abraham,ST,78,Roma,Italian Serie A,1,England,70,78,62,72,31,70
231410,357,Brahim,Brahim,Brahim Abdelkader Díaz,"CAM, LW, LM",78,AC Milan,Italian Serie A,1,Spain,78,69,76,83,30,50
231691,1548,Lafont,A. Lafont,Alban Lafont,GK,78,FC Nantes,French Ligue 1,1,France,,,,,,
231887,8643,Yazıcı,Y. Yazıcı,Yusuf Yazıcı,"CF, ST, CAM",78,LOSC Lille,French Ligue 1,1,Turkey,67,76,79,80,47,72
232080,645,Harrison,J. Harrison,Jack Harrison,"LM, RM",78,Leeds United,English Premier League,1,England,83,71,72,79,42,68
232487,8762,Endo,W. Endo,遠藤 航,"CDM, CM",78,VfB Stuttgart,German 1. Bundesliga,1,Japan,66,61,70,75,78,73
233486,8004,Le Normand,R. Le Normand,Robin Le Normand,CB,78,Real Sociedad,Spain Primera Division,1,France,66,25,52,56,80,74
234060,9111,Herrera,Y. Herrera,Yangel Clemente Herrera Ravelo,"CM, CDM, CAM",78,RCD Espanyol de Barcelona,Spain Primera Division,1,Venezuela,63,70,73,75,77,74
234835,1551,Domingos Duarte,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,CB,78,Granada CF,Spain Primera Division,1,Portugal,56,35,58,53,80,78
235353,8384,Sarr,I. Sarr,Ismaïla Sarr,"RW, RM, ST",78,Watford,English Premier League,1,Senegal,94,76,67,80,22,67
236045,8541,Reinildo,Reinildo,Reinildo Isnard Mandava,LB,78,LOSC Lille,French Ligue 1,1,Mozambique,77,54,65,73,76,78
236355,8584,Luiz Felipe,Luiz Felipe,Luiz Felipe Ramos Marchi,CB,78,Lazio,Italian Serie A,1,Brazil,73,29,61,69,80,72
236791,22703,Barák,A. Barák,Antonín Barák,"CF, CM",78,Hellas Verona,Italian Serie A,1,Czech Republic,66,76,77,79,62,72
237678,813,Konaté,I. Konaté,Ibrahima Konaté,CB,78,Liverpool,English Premier League,1,France,71,34,57,66,80,76
238067,9018,Zaniolo,N. Zaniolo,Nicolò Zaniolo,"CAM, RM",78,Roma,Italian Serie A,1,Italy,83,74,71,80,61,82
238463,9088,Haidara,A. Haidara,Amadou Haidara,"CM, RM, LM",78,RB Leipzig,German 1. Bundesliga,1,Mali,70,72,76,80,68,70
238476,767,Zagadou,D. Zagadou,Dan-Axel Zagadou,CB,78,Borussia Dortmund,German 1. Bundesliga,1,France,59,34,61,50,80,80
238616,9119,Pedro Neto,Pedro Neto,Pedro Lomba Neto,"LW, RW",78,Wolverhampton Wanderers,English Premier League,1,Portugal,87,74,69,82,31,59
239380,9286,Lang,N. Lang,Noa Noëll Lang,"LW, RW, CAM",78,Club Brugge KV,Belgian Jupiler Pro League,1,Netherlands,82,74,72,82,51,67
239613,9347,Pessina,M. Pessina,Matteo Pessina,"CAM, CM, CF",78,Atalanta,Italian Serie A,1,Italy,70,70,74,78,67,72
239817,10379,Soumaré,B. Soumaré,Boubakary Soumaré,"CDM, CM",78,Leicester City,English Premier League,1,France,70,56,74,77,72,80
240753,9615,Gouiri,A. Gouiri,Amine Gouiri,"ST, LM",78,OGC Nice,French Ligue 1,1,France,79,80,75,79,44,70
241184,1395,Junior Firpo,Junior Firpo,Héctor Junior Firpo Adamés,"LB, LM",78,Leeds United,English Premier League,1,Spain,81,64,71,72,75,76
241727,1396,Rajković,P. Rajković,Predrag Rajković,GK,78,Stade de Reims,French Ligue 1,1,Serbia,,,,,,
242187,819,Baumgartner,C. Baumgartner,Christoph Baumgartner,"CAM, LM, CM",78,TSG Hoffenheim,German 1. Bundesliga,1,Austria,80,72,73,80,44,56
242201,10954,Luis Milla,Luis Milla,Luis Milla Manzanares,"CDM, CM, CAM",78,Granada CF,Spain Primera Division,1,Spain,72,70,76,74,74,75
243238,1397,Júnior Moraes,Júnior Moraes,Aluísio Chaves Ribeiro Moraes Júnior,ST,78,Shakhtar Donetsk,Ukrainian Premier League,1,Ukraine,79,79,60,77,27,68
243559,10354,De Frutos,De Frutos,Jorge de Frutos Sebastián,"RM, LM",78,Levante Unión Deportiva,Spain Primera Division,1,Spain,83,70,74,81,37,59
243630,10377,David,J. David,Jonathan Christian David,ST,78,LOSC Lille,French Ligue 1,1,Canada,85,76,71,78,25,70
244193,10520,Jovane Cabral,Jovane Cabral,Jovane Eduardo Borges Cabral,"LW, RW",78,Sporting CP,Portuguese Liga ZON SAGRES,1,Cape Verde Islands,86,76,73,80,38,69
244253,11475,Račić,U. Račić,Uroš Račić,"CM, CDM",78,Valencia CF,Spain Primera Division,1,Serbia,66,75,75,74,78,81
244467,1566,Kolář,O. Kolář,Ondřej Kolář,GK,78,SK Slavia Praha,Czech Republic Gambrinus Liga,1,Czech Republic,,,,,,
244622,10630,Puado,Puado,Javier Puado Díaz,"LM, ST, CAM",78,RCD Espanyol de Barcelona,Spain Primera Division,1,Spain,83,76,68,80,45,73
245630,10874,Fofana,Y. Fofana,Youssouf Fofana,"CM, CDM",78,AS Monaco,French Ligue 1,1,France,71,67,74,77,74,78
246104,834,Gravenberch,R. Gravenberch,Ryan Jiro Gravenberch,"CM, CDM",78,Ajax,Holland Eredivisie,1,Netherlands,77,74,77,82,68,71
246147,10986,Greenwood,M. Greenwood,Mason Greenwood,"RM, ST",78,Manchester United,English Premier League,1,England,84,78,73,80,39,68
246430,11062,Vlahović,D. Vlahović,Dušan Vlahović,ST,78,Fiorentina,Italian Serie A,1,Serbia,75,78,58,74,28,76
246646,12004,Caqueret,M. Caqueret,Maxence Caqueret,"CM, CDM",78,Olympique Lyonnais,French Ligue 1,1,France,73,58,72,81,72,69
246844,830,Carlos Neva,Carlos Neva,Carlos Neva Tey,LB,78,Granada CF,Spain Primera Division,1,Spain,78,52,63,74,75,68
248243,12420,Camavinga,E. Camavinga,Eduardo Camavinga,"CM, CDM",78,Real Madrid CF,Spain Primera Division,1,France,72,65,76,80,75,77
248695,11609,Fofana,W. Fofana,Wesley Fofana,CB,78,Leicester City,English Premier League,1,France,74,37,55,63,80,78
252145,12040,Nuno Mendes,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LWB, LB, LM",78,Paris Saint-Germain,French Ligue 1,1,Portugal,85,57,68,74,74,72
256630,13108,Wirtz,F. Wirtz,Florian Richard Wirtz,"CAM, CM",78,Bayer 04 Leverkusen,German 1. Bundesliga,1,Germany,72,68,76,83,51,59
20775,1074,Quaresma,Quaresma,Ricardo Andrade Quaresma Bernardo,"RW, LW",77,Vitória de Guimarães,Portuguese Liga ZON SAGRES,1,Portugal,72,71,78,84,24,60
49000,1081,McGregor,A. McGregor,Allan James McGregor,GK,77,Rangers FC,Scottish Premiership,1,Scotland,,,,,,
146748,2261,Diego López,Diego López,Diego López Rodríguez,GK,77,RCD Espanyol de Barcelona,Spain Primera Division,1,Spain,,,,,,
146758,2262,Soldado,Soldado,Roberto Soldado Rillo,ST,77,Levante Unión Deportiva,Spain Primera Division,1,Spain,53,79,71,74,44,69
154472,1407,Jorge Molina,Jorge Molina,Jorge Molina Vidal,ST,77,Granada CF,Spain Primera Division,1,Spain,36,81,67,68,41,70
158963,26502,Biglia,L. Biglia,Lucas Rodrigo Biglia,"CDM, CM",77,Fatih Karagümrük S.K.,Turkish Süper Lig,1,Argentina,41,63,78,77,75,64
165109,1410,Radu,�. Radu,Ştefan Daniel Radu,CB,77,Lazio,Italian Serie A,1,Romania,61,64,65,68,82,73
170370,1581,dos Santos,J. dos Santos,Jonathan dos Santos Ramírez,"CM, CDM",77,LA Galaxy,USA Major League Soccer,1,Mexico,71,66,79,77,70,72
170597,2550,Krul,T. Krul,Tim Krul,GK,77,Norwich City,English Premier League,1,Netherlands,,,,,,
172114,1275,Valeri,D. Valeri,Diego Hernán Váleri,"CAM, ST",77,Portland Timbers,USA Major League Soccer,1,Argentina,53,76,78,78,44,67
172879,28151,Sokratis,Sokratis,Sokratis Papastathopoulos,CB,77,Olympiacos CFP,Greek Super League,1,Greece,63,53,53,59,78,80
173432,17482,Moreno,H. Moreno,Héctor Alfredo Moreno Herrera,CB,77,CF Monterrey,Mexican Liga MX,1,Mexico,57,49,64,62,79,71
173521,502,Marcano,Marcano,Iván Marcano Sierra,CB,77,FC Porto,Portuguese Liga ZON SAGRES,1,Spain,55,46,60,58,79,74
173608,2623,Joselu,Joselu,José Luis Sanmartín Mato,ST,77,Deportivo Alavés,Spain Primera Division,1,Spain,55,78,68,73,30,70
176600,1518,Gameiro,K. Gameiro,Kévin Gameiro,ST,77,RC Strasbourg Alsace,French Ligue 1,1,France,83,77,74,75,41,67
177326,1544,Valbuena,M. Valbuena,Mathieu Valbuena,"LW, CAM",77,Olympiacos CFP,Greek Super League,1,France,67,75,79,78,34,47
179605,1587,Taarabt,A. Taarabt,Adel Taarabt,"CM, CAM",77,SL Benfica,Portuguese Liga ZON SAGRES,1,Morocco,68,69,77,84,65,74
179789,30153,Da Silva,D. Da Silva,Damien Da Silva,CB,77,Olympique Lyonnais,French Ligue 1,1,France,50,37,59,54,78,78
180714,1424,Guilherme,Guilherme,Guilherme Alvim Marinato,GK,77,FC Lokomotiv Moscow,Russian Premier League,1,Russia,,,,,,
180808,1661,Kúdela,O. Kúdela,Ondřej Kúdela,CB,77,SK Slavia Praha,Czech Republic Gambrinus Liga,1,Czech Republic,71,55,67,68,80,75
181098,2843,Hasebe,M. Hasebe,長谷 部誠,"CDM, CB",77,Eintracht Frankfurt,German 1. Bundesliga,1,Japan,51,51,73,70,76,62
181820,1592,Jovetić,S. Jovetić,Stevan Jovetić,"ST, CAM",77,Hertha BSC,German 1. Bundesliga,1,Montenegro,65,79,76,79,35,60
183353,1425,Víctor Díaz,Víctor Díaz,Víctor David Díaz Miguel,"RB, CB",77,Granada CF,Spain Primera Division,1,Spain,71,56,68,67,75,75
183899,973,Piatti,P. Piatti,Pablo Daniel Piatti,"RM, LM, LW",77,Elche CF,Spain Primera Division,1,Argentina,82,74,74,78,47,56
184703,1599,Montes,L. Montes,Luis Arturo Montes Jiménez,"CM, CDM, CAM",77,Club León,Mexican Liga MX,1,Mexico,62,73,77,80,59,69
184858,3096,Alan Kardec,Alan Kardec,Alan Kardec de Souza Pereira Junior,"ST, RW, LW",77,Shenzhen FC,Chinese Super League,1,Brazil,77,77,64,71,34,78
185221,1901,Luiz Gustavo,Luiz Gustavo,Luiz Gustavo Dias,"CDM, CB",77,Fenerbahçe SK,Turkish Süper Lig,1,Brazil,52,57,68,69,75,80
185239,3117,Toprak,O. Toprak,Ömer Toprak,CB,77,SV Werder Bremen,German 2. Bundesliga,2,Turkey,72,39,61,67,80,70
188044,1611,A Lan,A Lan,阿兰,"ST, LW, LM",77,Guangzhou FC,Chinese Super League,1,China PR,84,75,68,82,33,72
188081,17532,Alex Teixeira,Alex Teixeira,Alex Teixeira dos Santos,"ST, LW, CAM",77,Beşiktaş JK,Turkish Süper Lig,1,Brazil,83,76,73,80,40,70
188103,1612,Rochina,Rochina,Rubén Rochina Naixes,"RM, CM, CAM",77,Granada CF,Spain Primera Division,1,Spain,70,77,78,81,54,68
188988,2098,Lanzini,M. Lanzini,Manuel Lanzini,"CAM, CM, LM",77,West Ham United,English Premier League,1,Argentina,71,72,77,81,32,42
189068,1430,Dost,B. Dost,Bas Leon Dost,ST,77,Club Brugge KV,Belgian Jupiler Pro League,1,Netherlands,45,79,57,64,50,76
189250,1615,Rondón,S. Rondón,José Salomón Rondón Giménez,ST,77,Everton,English Premier League,1,Venezuela,69,76,66,71,32,81
189472,1620,Aridane,Aridane,Aridane Hernández Umpiérrez,CB,77,CA Osasuna,Spain Primera Division,1,Spain,56,36,54,53,76,84
190143,1303,Cote,Cote,José Ángel Valdés Díaz,LB,77,CA Osasuna,Spain Primera Division,1,Spain,67,54,74,73,77,69
190149,2233,De Marcos,De Marcos,Óscar de Marcos Arana,"RB, RM, RW",77,Athletic Club de Bilbao,Spain Primera Division,1,Spain,82,64,74,76,70,78
190432,1627,Oier,Oier,Oier Sanjurjo Maté,"CDM, CM",77,CA Osasuna,Spain Primera Division,1,Spain,61,64,72,69,74,74
190577,3500,Blanco,S. Blanco,Sebastián Marcelo Blanco,"LM, CF",77,Portland Timbers,USA Major League Soccer,1,Argentina,75,75,74,78,33,72
190875,1630,Kucka,J. Kucka,Juraj Kucka,"CM, CDM",77,Watford,English Premier League,1,Slovakia,58,74,73,74,77,87
192816,1639,Cabrera,L. Cabrera,Leandro Daniel Cabrera Sasía,"CB, LB",77,RCD Espanyol de Barcelona,Spain Primera Division,1,Uruguay,59,45,59,58,78,82
193254,2526,Trimmel,C. Trimmel,Christopher Trimmel,"RWB, RM, RB",77,1. FC Union Berlin,German 1. Bundesliga,1,Austria,72,65,73,68,74,80
193290,2534,Braithwaite,M. Braithwaite,Martin Braithwaite Christensen,"ST, LW",77,FC Barcelona,Spain Primera Division,1,Denmark,80,76,72,79,35,74
